mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
17	17	197/6	197/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	250													
17	17	199/6	199/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	251													
17	17	100/3	100/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	252													
17	17	101/3	101/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	253													
17	17	203/6	203/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	254													
17	17	32	32	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	255									30				
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	256									30				
17	17	33	33	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	257									30				
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	258													
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	259	Willst												
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	260	mich												
18	18	35	35	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	261	nicht												
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	262	ver-												
18	18	205/6	205/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	263													
18	18	103/3	103/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	264													
18	18	104/3	104/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	265													
18	18	209/6	209/6	0.0	5/24	5/24	Spanner	2/4	2	1	0														1			
18	18	209/6	209/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	266										1			
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
18	18	211/6	211/6	0.0	7/24	7/24	Spanner	2/4	2	1	0															1		
18	18	211/6	211/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	267											1		
18	18	106/3	106/3	0.0	1/3	1/3	Spanner	2/4	2	1	0																	
18	18	106/3	106/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	268													
18	18	107/3	107/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	269													
18	18	215/6	215/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	270													
18	18	34	34	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	271									31				
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	272									31				
18	18	35	35	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	273									31				
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	274													
19	19	36	36	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	275													
19	19	36	36	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	276	-las-												
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	277	-sen?												
19	19	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	278													
19	19	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	279													
19	19	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	280													
19	19	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	281													
19	19	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	282													
19	19	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	283													
19	19	113/3	113/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	284													
19	19	227/6	227/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	285													
19	19	36	36	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	286									32				
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	287									32				
19	19	37	37	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	288													
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	289									33				
20	20	38	38	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	290													
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	291	meinst												
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	292	wohl												
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	293	bald												
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	294	als												
20	20	38	38	0.0	0	0	Spanner	2/4	2	1	0																	0
20	20	229/6	229/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	295													0
20	20	115/3	115/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	296													0
20	20	116/3	116/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	297													0
20	20	233/6	233/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	298													0
20	20	235/6	235/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	299													0
20	20	118/3	118/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	300													0
20	20	119/3	119/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	301													0
20	20	239/6	239/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	302													0
20	20	38	38	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	303									33				
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	304									33				
20	20	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	305									33				
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	306									33				
21	21	40	40	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	307	Beu-												
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	308	-te												
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	309	hier												
21	21	40	40	0.0	0	0	Spanner	2/4	2	1	0																	
21	21	241/6	241/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	310													
21	21	121/3	121/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	311													
21	21	122/3	122/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	312													
21	21	245/6	245/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	313													
21	21	247/6	247/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	314													
21	21	124/3	124/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	315													
21	21	125/3	125/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	316													
21	21	251/6	251/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	317													
21	21	40	40	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	318									33				
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	319									33				
21	21	41	41	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	320									33				
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	321													
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	322	Mei-												
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	323	-nen												
22	22	43	43	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	324	Leib												
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	325	zu												
22	22	253/6	253/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	326													
22	22	127/3	127/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	327													
22	22	128/3	128/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	328													
22	22	257/6	257/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	329													
22	22	259/6	259/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	330													
22	22	130/3	130/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	331													
22	22	131/3	131/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	332													
22	22	263/6	263/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	333													
22	22	42	42	0.0	0	0	Spanner	2/4	3	1	0														2			
22	22	42	42	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	334									34	2			
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	335									34	2			
22	22	43	43	0.0	1/4	1/4	Spanner	2/4	3	1	0													34	2	2		
22	22	43	43	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	336									34	2	2		
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	337									34	2	2		
23	23	44	44	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	338													
23	23	44	44	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	339	fas-												
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	340	-sen												
23	23	265/6	265/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	341													
23	23	133/3	133/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	342													
23	23	134/3	134/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	343													
23	23	269/6	269/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	344													
23	23	271/6	271/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	345													
23	23	136/3	136/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	346													
23	23	137/3	137/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	347													
23	23	275/6	275/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	348													
23	23	44	44	0.0	0	0	Spanner	2/4	3	1	0																	
23	23	44	44	0.0	0	0	Spanner	2/4	3	1	0																	
23	23	44	44	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	349													
23	23	89/2	89/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	350									35				
23	23	45	45	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	351									35				
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	352													
24	24	277/6	277/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	353													
24	24	139/3	139/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	354													
24	24	140/3	140/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	355													
24	24	281/6	281/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	356													
24	24	283/6	283/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	357													
24	24	142/3	142/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	358													
24	24	143/3	143/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	359													
24	24	287/6	287/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	360													
24	24	46	46	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	361									36				
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	362									36				
24	24	47	47	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	363									36				
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	364													
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	365	Nun,												
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	366	es												
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	367	wird												
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	368	nicht												
25	25	289/6	289/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	369													
25	25	145/3	145/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	370													
25	25	146/3	146/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	371													
25	25	293/6	293/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	372													
25	25	295/6	295/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	373													
25	25	148/3	148/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	374													
25	25	149/3	149/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	375													
25	25	299/6	299/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	376													
25	25	48	48	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	377									37				
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	378									37				
25	25	49	49	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	379									37				
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	380									37				
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	381	weit												
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	382	mehr												
26	26	51	51	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	383	geh'n												
26	26	301/6	301/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	384													
26	26	151/3	151/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	385													
26	26	152/3	152/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	386													
26	26	305/6	305/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	387													
26	26	307/6	307/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	388													
26	26	154/3	154/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	389													
26	26	155/3	155/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	390													
26	26	311/6	311/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	391													
26	26	50	50	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	392									37				
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	393									37				
26	26	51	51	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	394									37				
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	395													
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	396	An												
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	397	dem												
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	398	Wan-												
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	399	-der-												
27	27	313/6	313/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	400													
27	27	157/3	157/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	401													
27	27	158/3	158/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	402													
27	27	317/6	317/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	403													
27	27	319/6	319/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	404													
27	27	160/3	160/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	405													
27	27	161/3	161/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	406													
27	27	323/6	323/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	407													
27	27	52	52	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	408									38				
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	409									38				
27	27	53	53	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	410									38				
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	411													
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	412	-sta-								39				
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	413													
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	414	-be.												
28	28	325/6	325/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	415													
28	28	163/3	163/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	416													
28	28	164/3	164/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	417													
28	28	329/6	329/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	418													
28	28	331/6	331/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	419													
28	28	166/3	166/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	420													
28	28	167/3	167/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	421													
28	28	335/6	335/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	422													
28	28	54	54	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	423									40				
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	424									40				
28	28	55	55	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	425									40				
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	426													
29	29	56	56	0.0	0	0	Dynamic	2/4	1	1	0						mp											
29	29	56	56	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	427	Krä-												
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	428	-he,												
29	29	57	57	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	429	laß												
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	430	mich												
29	29	337/6	337/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	431													
29	29	169/3	169/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	432													
29	29	170/3	170/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	433													
29	29	341/6	341/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	434													
29	29	57	57	0.0	1/4	1/4	Spanner	2/4	2	1	0																	1
29	29	343/6	343/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	435													1
29	29	172/3	172/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	436													1
29	29	173/3	173/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	437													1
29	29	347/6	347/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	438													1
29	29	56	56	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	439									41				
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	440									41				
29	29	57	57	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	441									41				
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	442													
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	443	end-												
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	444	-lich												
30	30	59	59	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	445	seh'n												
30	30	58	58	0.0	0	0	Spanner	2/4	2	1	0																	
30	30	349/6	349/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	446													
30	30	175/3	175/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	447													
30	30	176/3	176/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	448													
30	30	353/6	353/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	449													
30	30	355/6	355/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	450													
30	30	178/3	178/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	451													
30	30	179/3	179/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	452													
30	30	359/6	359/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	453													
30	30	58	58	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	454									42				
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	455									42				
30	30	59	59	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	456									42				
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	457													
31	31	60	60	0.0	0	0	Dynamic	2/4	1	1	0						mf											
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	458	Treu-												
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	459	-e												
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	460	bis												
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	461	zum												
31	31	361/6	361/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	462													
31	31	181/3	181/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	463													
31	31	182/3	182/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	464													
31	31	365/6	365/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	465													
31	31	367/6	367/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	466													
31	31	184/3	184/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	467													
31	31	185/3	185/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	468													
31	31	371/6	371/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	469													
31	31	60	60	0.0	0	0	Spanner	2/4	3	1	0														3			
31	31	60	60	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	470										3			
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	471										3			
31	31	61	61	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	472										3			
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	473										3			
32	32	62	62	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	474	Gra-												
32	32	373/6	373/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	475													
32	32	187/3	187/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	476													
32	32	188/3	188/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	477													
32	32	377/6	377/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	478													
32	32	379/6	379/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	479													
32	32	190/3	190/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	480													
32	32	191/3	191/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	481													
32	32	383/6	383/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	482													
32	32	62	62	0.0	0	0	Dynamic	2/4	3	1	0						f											
32	32	62	62	0.0	0	0	Spanner	2/4	3	1	0																	
32	32	62	62	0.0	0	0	Spanner	2/4	3	1	0															3		
32	32	62	62	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	483											3		
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	484											3		
32	32	63	63	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	485											3		
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	486											3		
33	33	64	64	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	487	-be												
33	33	64	64	0.0	0	0	Dynamic	2/4	2	1	0						fz											
33	33	385/6	385/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	488													
33	33	193/3	193/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	489													
33	33	194/3	194/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	490													
33	33	389/6	389/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	491													
33	33	391/6	391/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	492													
33	33	196/3	196/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	493													
33	33	197/3	197/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	494													
33	33	395/6	395/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	495													
33	33	64	64	0.0	0	0	Spanner	2/4	3	1	0																	
33	33	64	64	0.0	0	0	Spanner	2/4	3	1	0															4		
33	33	64	64	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	496											4		
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	497											4		
33	33	65	65	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	498											4		
